游泳馆|斯波特酒店游泳池(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)|121.43553|31.189205|16|徐汇区南丹路15号B1楼|75|40.0|7.6
游泳馆|上海游泳馆(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)|121.44072|31.178795|48|徐汇区零陵路|94|40.0|9.4
