文化艺术|城市雕塑艺术中心(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)|121.4245|31.19839|1973|长宁区淮海西路570号A区102|265|45.0
文化艺术|儿童博物馆(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)|121.41325|31.193876|352|长宁区宋园路61号|399|40.0
文化艺术|天协文化发展(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)|121.42447|31.1836|89|徐汇区中山西路1800号|209|40.0
